t_s,swap_mb,swap_delta_mb,rss_kb,faults,pageins
0.3,0.0,0.0,32,147,0
2.6,0.0,0.0,392000,28387,15491
4.9,0.0,0.0,1845056,133963,80607
7.2,0.0,0.0,3591904,244747,147128
9.5,0.0,0.0,5019504,340690,207637
11.8,0.0,0.0,4497024,430131,251946
14.1,0.0,0.0,4440192,430713,288357
16.4,0.0,0.0,260880,430713,495045
