t_s,swap_mb,swap_delta_mb,rss_kb,faults,pageins
0.3,613.75,0.0,5696,7473,243
2.6,613.75,0.0,421712,28634,14391
4.8,613.75,0.0,1946592,159957,81840
7.1,613.75,0.0,4311968,300558,161355
9.4,613.75,0.0,6712000,439195,233081
11.9,613.75,0.0,5125392,448262,255290
14.2,613.75,0.0,421216,448274,466543
